sp,Ns,N1,N2,int_start,int_end,interval_length,int
pri2co,609,699,654,2005-03-09,2010-03-04,4.988606697335801,6
sponra,78,172,174,2005-07-14,2010-06-19,4.931806564064255,6
poutre,635,863,747,2005-06-03,2010-05-19,4.960951727140099,6
guapst,22,34,28,2005-06-10,2010-06-20,5.029734085414984,6
cordbi,110,230,250,2005-04-29,2010-04-22,4.983600238237048,6
zantbe,8,39,72,2005-05-11,2010-05-20,5.026911368692189,6
annosp,25,93,120,2005-07-27,2010-06-13,4.881545146560613,6
tab2ar,791,1010,1090,2005-05-12,2010-05-04,4.981981716080366,6
jac1co,14,46,82,2005-06-06,2010-06-05,4.998107177617343,6
zantp1,45,91,144,2005-06-10,2010-05-20,4.945060590094839,6
chr2ar,431,513,541,2005-05-26,2010-05-11,4.962868125419518,6
eugeoe,1012,1345,1396,2005-06-09,2010-06-03,4.985541028112975,6
huracr,1,5,3,2005-06-20,2010-05-30,4.94648401826484,6
sapiau,7,26,21,2005-06-29,2010-07-08,5.025600883135135,6
apeime,26,58,76,2005-04-23,2010-04-28,5.016044303010716,6
ficuyo,0,2,0,2005-04-20,NA,NA,6
ingago,154,209,186,2005-05-22,2010-05-14,4.981761729676702,6
ceibpe,3,19,16,2005-06-05,2010-05-06,4.920043258832016,6
cavapl,2,6,15,2005-08-19,2010-07-06,4.8821004566210044,6
chr2ca,99,119,142,2005-06-24,2010-06-04,4.9472931059361835,6
lindla,0,1,4,2005-09-06,2010-04-26,4.63972602739726,6
virose,414,542,456,2005-05-20,2010-05-11,4.9787004569757265,6
pla1pi,58,96,117,2005-04-29,2010-04-19,4.9745258166491,6
lacmpa,16,22,22,2005-05-25,2010-05-16,4.978206724782074,6
drypst,1220,1426,1372,2005-07-07,2010-06-22,4.96226402100241,6
myrofr,3,3,11,2005-07-26,2010-05-14,4.804981320049816,6
ingaco,22,38,40,2005-06-20,2010-06-17,4.994080749819752,6
posola,37,41,41,2005-05-22,2010-05-09,4.968459739391912,6
casesy,44,62,70,2005-05-05,2010-05-05,5.0011312417145355,6
pla2el,40,55,54,2005-05-21,2010-04-24,4.930999492643328,6
cordal,32,74,103,2005-05-17,2010-05-11,4.986864268178272,6
dio2ar,50,61,72,2005-05-04,2010-05-09,5.018302891933029,6
tratas,4,11,15,2005-06-10,2010-06-12,5.008601079286014,6
colugl,0,0,2,NA,2010-03-17,NA,6
apeiti,4,11,18,2005-06-07,2010-06-07,5.00271205202712,6
gar2in,3505,3923,4076,2005-06-06,2010-05-24,4.9663160623688265,6
poutst,23,28,25,2005-04-09,2010-04-14,5.014309197651666,6
tab1gu,26,30,28,2005-04-15,2010-04-08,4.983405088062624,6
ingafa,29,35,33,2005-05-03,2010-04-28,4.9897171321828875,6
sch1zo,0,0,0,NA,NA,NA,6
sterap,10,15,17,2005-06-11,2010-05-30,4.969637389202255,6
cassel,716,819,830,2005-05-09,2010-04-29,4.974222562385627,6
calolo,1069,1279,1667,2005-04-26,2010-04-10,4.959853473198816,6
hyeral,20,33,63,2005-06-15,2010-05-12,4.909565320524232,6
zuelgu,12,23,20,2005-06-12,2010-06-02,4.976885050625373,6
cecrin,20,586,330,2005-07-09,2010-05-30,4.891651981973167,6
hassfl,90,161,137,2005-05-29,2010-05-10,4.951070234591453,6
sponmo,26,50,57,2005-05-02,2010-04-23,4.97756981494833,6
ingama,148,261,621,2005-06-27,2010-06-02,4.933929990864531,6
allops,30,45,53,2005-06-15,2010-05-29,4.955570489072682,6
virosp,5,6,6,2005-04-05,2010-04-02,4.9940639269406395,6
sympgl,87,108,112,2005-07-03,2010-06-18,4.961679169384652,6
mar1la,10,12,14,2005-07-31,2010-07-24,4.98375733855186,6
ficutr,0,0,0,NA,NA,NA,6
aspicr,305,356,350,2005-06-26,2010-06-14,4.9689962839992114,6
dendar,6,8,9,2005-04-10,2010-04-15,5.016476407914764,6
andiin,139,175,152,2005-06-28,2010-06-14,4.963662890101971,6
diptpa,12,15,17,2005-06-01,2010-05-25,4.98284179425195,6
ast2gr,44,51,67,2005-04-19,2010-04-06,4.967773541639105,6
hirtam,13,16,13,2005-08-04,2010-07-06,4.923893572181244,6
ficuob,0,0,1,NA,2010-06-24,NA,6
tropra,146,193,169,2005-06-28,2010-06-12,4.957869772087093,6
protpa,2075,2417,2556,2005-05-01,2010-04-21,4.975342185033428,6
ficuto,1,3,3,2005-07-22,2010-05-06,4.7936073059360735,6
unonpi,234,309,349,2005-06-09,2010-05-30,4.975544742240383,6
maquco,693,837,727,2005-06-01,2010-05-17,4.9606103336197105,6
gar2ma,308,352,344,2005-05-06,2010-04-27,4.976082604477395,6
macrgl,35,50,42,2005-08-07,2010-07-22,4.958481409001953,6
cespma,1,1,1,2005-09-22,2010-08-30,4.93972602739726,6
cordla,453,615,640,2005-05-21,2010-05-12,4.978606261833164,6
cupala,22,26,41,2005-07-02,2010-06-23,4.976568403197206,6
zantse,0,0,0,NA,NA,NA,6
xyl1ma,802,934,1135,2005-06-12,2010-05-26,4.958006943582068,6
geniam,26,32,33,2005-07-02,2010-06-24,4.97833904109589,6
ingasp,6,8,10,2005-06-21,2010-05-24,4.925890410958904,6
hampap,34,119,135,2005-06-04,2010-06-07,5.009377827234396,6
sapisp,0,0,0,NA,NA,NA,6
nectci,78,120,123,2005-03-05,2010-03-03,4.997569328433008,6
ficuma,1,2,1,2005-05-30,2010-05-06,4.936986301369863,6
maytsc,32,38,35,2005-07-13,2010-06-16,4.928486970851789,6
phoeci,14,38,50,2005-06-16,2010-05-13,4.911714491708729,6
licahy,86,97,112,2005-06-03,2010-05-18,4.958704127746282,6
tachve,1336,1907,1770,2005-05-15,2010-05-12,4.9930884447365935,6
protco,302,420,408,2005-05-31,2010-05-23,4.980890219101343,6
celtsc,22,36,22,2005-06-17,2010-06-03,4.963823163138231,6
nects1,0,0,0,NA,NA,NA,6
ormocr,81,86,90,2005-08-01,2010-07-17,4.96184205868819,6
apeihy,0,0,0,NA,NA,NA,6
ficupo,0,0,0,NA,NA,NA,6
turpoc,7,19,40,2005-07-21,2010-06-23,4.9263049747656815,6
tremmi,0,14,0,2005-08-07,NA,NA,6
ingasa,46,80,74,2005-05-19,2010-05-11,4.982820251758611,6
ocotce,125,182,219,2005-05-27,2010-05-17,4.976206629424872,6
guargr,24,31,37,2005-05-18,2010-05-16,4.99769738806416,6
ingapu,12,20,41,2005-04-25,2010-06-10,5.129154694286671,6
nectgl,56,95,187,2005-07-05,2010-07-02,4.99429230170144,6
micoar,129,387,563,2005-06-08,2010-05-05,4.908842913056784,6
ficuc2,1,2,3,2005-06-14,2010-06-09,4.988584474885845,6
ficuin,6,13,10,2005-06-27,2010-05-21,4.90286617492097,6
ormoma,82,100,94,2005-05-04,2010-04-27,4.9847362285048105,6
termam,6,11,13,2005-05-23,2010-03-27,4.847973943864359,6
tri2pa,211,281,273,2005-05-23,2010-05-12,4.971470535347104,6
ficubu,0,3,0,2005-04-23,NA,NA,6
tet4jo,0,0,1,NA,2010-05-12,NA,6
pse1se,7,23,28,2005-07-04,2010-06-14,4.948319577980093,6
tocopi,1,2,1,2005-04-22,2010-04-26,5.013698630136986,6
sch2mo,0,0,0,NA,NA,NA,6
pochse,4,5,8,2005-07-14,2010-06-14,4.921232876712328,6
ocotpu,56,93,118,2005-06-09,2010-05-18,4.943771454820984,6
ingami,0,0,2,NA,2010-05-01,NA,6
ingaru,3,4,3,2005-08-14,2010-09-16,5.093150684931507,6
cuparu,56,78,91,2005-05-16,2010-04-30,4.9589693411611275,6
poutfo,1,1,1,2005-02-23,2010-03-02,5.021917808219178,6
vochfe,8,9,19,2005-06-24,2010-05-12,4.88586077064808,6
ast1st,1,1,1,2005-01-28,2010-01-27,5,6
coccco,57,77,105,2005-05-31,2010-05-09,4.9425867283401574,6
cupaci,7,7,8,2005-05-20,2010-05-20,5.0028375733855155,6
tri4ga,0,0,1,NA,2010-09-22,NA,6
laetpr,1,2,11,2005-07-17,2010-03-01,4.625031133250309,6
lafopu,0,0,0,NA,NA,NA,6
entesc,2,4,3,2005-04-02,2010-03-20,4.967579908675799,6
cedrod,2,6,8,2005-06-24,2010-05-20,4.905022831050228,6
ingaqu,241,337,278,2005-06-03,2010-05-19,4.962812999062161,6
pourbi,48,76,95,2005-02-11,2010-02-22,5.031355443403027,6
pit1ma,2,2,16,2005-03-12,2010-03-25,5.038698630136986,6
ingath,36,102,146,2005-02-27,2010-03-13,5.039022146670642,6
pochqu,0,0,0,NA,NA,NA,6
alchla,0,0,0,NA,NA,NA,6
sipagu,4,4,7,2005-01-27,2010-01-24,4.994324853228962,6
ochrpy,0,1,0,2005-04-01,NA,NA,6
oenoma,10,28,24,2005-05-07,2010-05-03,4.993509458577956,6
ery2ma,168,208,259,2005-06-05,2010-05-24,4.9689727247946465,6
nectpu,36,48,60,2005-04-12,2010-03-29,4.966529680365297,6
socrex,12,28,24,2005-04-05,2010-03-15,4.943395303326813,6
perexa,121,149,128,2005-03-09,2010-03-05,4.990347895789281,6
chimpa,0,0,0,NA,NA,NA,6
schipa,7,8,9,2005-03-20,2010-03-15,4.987861491628615,6
elaeol,0,0,0,NA,NA,NA,6
maclti,0,0,0,NA,NA,NA,6
aegipa,2,12,4,2010-04-09,2015-07-09,5.251369863013698,7
beilpe,1129,1461,1370,2010-05-07,2015-07-01,5.153533322916848,7
tet2pa,3141,3783,4343,2010-05-12,2015-07-09,5.160119670036585,7
alsebl,4981,5989,6089,2010-05-15,2015-07-09,5.153869251771801,7
ocotob,83,172,215,2010-06-09,2015-08-13,5.182045237336733,7
solaha,8,42,107,2010-05-08,2015-05-26,5.049832043942908,7
quaras,896,1060,1133,2010-06-10,2015-08-15,5.183441292350975,7
gustsu,20,42,52,2010-05-23,2015-07-07,5.123837121782328,7
pterro,687,978,774,2010-05-02,2015-06-25,5.152043610813063,7
virosu,14,18,20,2010-04-28,2015-07-17,5.224231354642321,7
simaam,679,1139,1380,2010-04-29,2015-06-20,5.145048690611347,7
protte,1654,2092,2210,2010-07-03,2015-09-06,5.180886024026611,7
brosal,331,389,362,2010-05-21,2015-07-12,5.145783219260773,7
ingape,62,98,96,2010-08-23,2015-11-03,5.199567840834965,7
poular,71,117,151,2010-05-19,2015-07-02,5.121997129544987,7
casear,21,50,39,2010-04-24,2015-06-13,5.13914576747454,7
hirttr,2208,2729,2420,2010-05-14,2015-07-08,5.153130386039864,7
ocotwh,104,183,186,2010-07-16,2015-09-17,5.17702165267344,7
guatdu,340,499,540,2010-05-23,2015-07-23,5.1689965420440105,7
anacex,2,5,4,2010-06-18,2015-07-17,5.0842465753424655,7
tri2tu,6773,8087,7758,2010-06-16,2015-08-13,5.161368924469285,7
guarsp,387,552,468,2010-05-22,2015-07-13,5.145433280900824,7
guargu,1029,1264,1352,2010-06-08,2015-08-03,5.154004176486708,7
zantpr,28,42,35,2010-05-30,2015-07-03,5.096960208741036,7
termob,17,27,20,2010-07-11,2015-09-19,5.19470319634704,7
guazul,7,23,25,2010-06-05,2015-07-07,5.091778439547343,7
tab1ro,96,136,151,2010-05-27,2015-07-21,5.154548244045879,7
sloate,248,291,263,2010-05-04,2015-07-01,5.163417804012916,7
alchco,60,154,111,2010-06-08,2015-07-21,5.120481271166205,7
loncla,313,425,382,2010-04-29,2015-06-17,5.137470794959314,7
luehse,45,88,74,2010-06-10,2015-08-12,5.17593483894854,7
tripcu,27,52,64,2010-06-21,2015-07-21,5.085613145416231,7
cecrob,3,87,92,2010-06-16,2015-07-06,5.058960245904442,7
licapl,186,218,203,2010-07-04,2015-09-14,5.200432620903862,7
eugeco,339,427,399,2010-06-11,2015-08-12,5.17277248814829,7
heisco,267,348,291,2010-05-04,2015-07-04,5.170656784303793,7
eugene,348,404,424,2010-05-21,2015-07-11,5.140333355511833,7
pri2co,551,654,605,2010-03-04,2015-04-17,5.122624734670619,7
sponra,71,174,134,2010-06-19,2015-07-26,5.10647471193865,7
poutre,546,747,671,2010-05-19,2015-07-15,5.160190100649902,7
guapst,21,28,32,2010-06-20,2015-08-09,5.142208904109589,7
cordbi,135,250,316,2010-04-22,2015-06-05,5.123266793826943,7
zantbe,7,72,68,2010-05-20,2015-05-14,4.988118900528245,7
annosp,23,120,67,2010-06-13,2015-08-01,5.13750630409596,7
tab2ar,851,1090,1119,2010-05-04,2015-06-23,5.140111989342186,7
jac1co,33,82,58,2010-06-05,2015-06-29,5.068155581414102,7
zantp1,64,144,81,2010-05-20,2015-07-06,5.130439286318279,7
chr2ar,453,541,557,2010-05-11,2015-07-05,5.153078919833124,7
eugeoe,1087,1396,1591,2010-06-03,2015-08-04,5.172738110343025,7
huracr,2,3,7,2010-05-30,2015-08-06,5.187997390737113,7
sapiau,9,21,13,2010-07-08,2015-09-06,5.168076672186257,7
apeime,25,76,47,2010-04-28,2015-06-15,5.133362223688046,7
ficuyo,0,0,0,NA,NA,NA,7
ingago,144,186,190,2010-05-14,2015-07-05,5.145783659325071,7
ceibpe,0,16,21,2010-05-06,2015-06-02,5.075864318330077,7
cavapl,12,15,16,2010-07-06,2015-09-22,5.217214611872146,7
chr2ca,119,142,152,2010-06-04,2015-07-28,5.153205824710342,7
lindla,0,4,2,2010-04-26,2015-05-05,5.027397260273973,7
virose,332,456,376,2010-05-11,2015-06-24,5.121683361712353,7
pla1pi,70,117,131,2010-04-19,2015-06-10,5.144206972921813,7
lacmpa,16,22,25,2010-05-16,2015-07-27,5.199417185554169,7
drypst,1167,1372,1407,2010-06-22,2015-09-01,5.197465019246593,7
myrofr,4,11,6,2010-05-14,2015-07-03,5.139767538397673,7
ingaco,24,40,43,2010-06-17,2015-08-11,5.154561962408411,7
posola,38,41,43,2010-05-09,2015-07-07,5.163388992921463,7
casesy,58,70,80,2010-05-05,2015-06-26,5.146369863013691,7
pla2el,36,54,43,2010-04-24,2015-06-16,5.147305700093206,7
cordal,46,103,124,2010-05-11,2015-06-09,5.081705914908039,7
dio2ar,54,72,84,2010-05-09,2015-06-29,5.142949554250922,7
tratas,4,15,12,2010-06-12,2015-08-17,5.181415525114155,7
colugl,0,2,1,2010-03-17,2015-02-11,4.9082191780821915,7
apeiti,6,18,12,2010-06-07,2015-08-17,5.197412480974125,7
gar2in,3625,4076,4307,2010-05-24,2015-07-19,5.15504894131856,7
poutst,22,25,23,2010-04-14,2015-05-22,5.106749255509228,7
tab1gu,24,28,30,2010-04-08,2015-05-20,5.119973907371166,7
ingafa,17,33,21,2010-04-28,2015-07-05,5.188104133309612,7
sch1zo,0,0,0,NA,NA,NA,7
sterap,8,17,14,2010-05-30,2015-07-03,5.098112121560961,7
cassel,702,830,804,2010-04-29,2015-06-24,5.155662297523767,7
calolo,1352,1667,1995,2010-04-10,2015-05-30,5.140372129096681,7
hyeral,41,63,55,2010-05-12,2015-07-12,5.170550910276932,7
zuelgu,12,20,17,2010-06-02,2015-07-26,5.148904109589041,7
cecrin,22,330,644,2010-05-30,2015-05-23,4.98523659981075,7
hassfl,93,137,147,2010-05-10,2015-06-22,5.121369223621859,7
sponmo,31,57,98,2010-04-23,2015-05-27,5.097402508227513,7
ingama,377,621,948,2010-06-02,2015-07-24,5.145179315819618,7
allops,28,53,43,2010-05-29,2015-07-19,5.142462146940199,7
virosp,2,6,4,2010-04-02,2015-06-10,5.193150684931507,7
sympgl,92,112,109,2010-06-18,2015-08-11,5.151287051832159,7
mar1la,13,14,17,2010-07-24,2015-09-20,5.1610452400138165,7
ficutr,0,0,4,NA,2015-07-01,NA,7
aspicr,287,350,358,2010-06-14,2015-08-12,5.164601646459455,7
dendar,3,9,4,2010-04-15,2015-04-06,4.977701674277017,7
andiin,127,152,143,2010-06-14,2015-08-08,5.154339874256956,7
diptpa,13,17,25,2010-05-25,2015-07-18,5.151477840451239,7
ast2gr,60,67,83,2010-04-06,2015-05-22,5.12787933578518,7
hirtam,8,13,9,2010-07-06,2015-09-21,5.211684814424532,7
ficuob,1,1,5,2010-06-24,2015-07-04,5.03013698630137,7
tropra,127,169,153,2010-06-12,2015-08-15,5.180047585217111,7
protpa,2153,2556,2634,2010-04-21,2015-06-06,5.128037055609788,7
ficuto,0,3,0,2010-05-06,NA,NA,7
unonpi,260,349,419,2010-05-30,2015-08-02,5.177019152376946,7
maquco,587,727,623,2010-05-17,2015-07-12,5.156491369128968,7
gar2ma,301,344,331,2010-04-27,2015-06-13,5.132696901566778,7
macrgl,33,42,44,2010-07-22,2015-09-20,5.166714107809999,7
cespma,1,1,1,2010-08-30,2015-11-11,5.2027397260273975,7
cordla,431,640,597,2010-05-12,2015-07-08,5.156665418989922,7
cupala,31,41,52,2010-06-23,2015-08-23,5.1720617337890875,7
zantse,0,0,0,NA,NA,NA,7
xyl1ma,973,1135,1500,2010-05-26,2015-07-24,5.163442310864356,7
geniam,30,33,32,2010-06-24,2015-08-30,5.1873287671232875,7
ingasp,5,10,8,2010-05-24,2015-06-23,5.085410958904109,7
hampap,29,135,65,2010-06-07,2015-07-18,5.11633610428131,7
sapisp,0,0,1,NA,2015-11-23,NA,7
nectci,93,123,129,2010-03-03,2015-04-05,5.092217758749748,7
ficuma,0,1,0,2010-05-06,NA,NA,7
maytsc,33,35,37,2010-06-16,2015-08-30,5.208164171999781,7
phoeci,24,50,44,2010-05-13,2015-07-03,5.14151681195517,7
licahy,106,112,131,2010-05-18,2015-07-07,5.141045659610692,7
tachve,1219,1770,1602,2010-05-12,2015-07-10,5.16481366599158,7
protco,303,408,438,2010-05-23,2015-07-27,5.180858344463703,7
celtsc,17,22,19,2010-06-03,2015-08-06,5.180264796486857,7
nects1,0,0,0,NA,NA,NA,7
ormocr,81,90,91,2010-07-17,2015-09-22,5.183954705872507,7
apeihy,0,0,0,NA,NA,NA,7
ficupo,0,0,6,NA,2015-04-28,NA,7
turpoc,11,40,17,2010-06-23,2015-09-06,5.208900080580183,7
tremmi,0,0,1,NA,2015-11-25,NA,7
ingasa,48,74,93,2010-05-11,2015-07-09,5.1637959656519055,7
ocotce,157,219,255,2010-05-17,2015-06-30,5.122398713660726,7
guargr,29,37,52,2010-05-16,2015-07-21,5.182658844302672,7
ingapu,14,41,22,2010-06-10,2015-08-04,5.1532363393372425,7
nectgl,78,187,188,2010-07-02,2015-09-07,5.185610749426822,7
micoar,192,563,512,2010-05-05,2015-07-03,5.164665892494346,7
ficuc2,2,3,4,2010-06-09,2015-08-13,5.181963470319635,7
ficuin,6,10,6,2010-05-21,2015-06-21,5.087579908675799,7
ormoma,72,94,98,2010-04-27,2015-06-13,5.130474842224855,7
termam,12,13,26,2010-03-27,2015-06-03,5.187987355110641,7
tri2pa,200,273,250,2010-05-12,2015-07-02,5.144168678809776,7
ficubu,0,0,0,NA,NA,NA,7
tet4jo,0,1,0,2010-05-12,NA,NA,7
pse1se,9,28,15,2010-06-14,2015-08-08,5.152772341813437,7
tocopi,1,1,1,2010-04-26,2015-06-18,5.147945205479452,7
sch2mo,0,0,0,NA,NA,NA,7
pochse,7,8,9,2010-06-14,2015-08-25,5.200837138508372,7
ocotpu,77,118,121,2010-05-18,2015-07-24,5.184832302594082,7
ingami,2,2,5,2010-05-01,2015-07-12,5.200273972602732,7
ingaru,2,3,2,2010-09-16,2015-11-22,5.1876712328767125,7
cuparu,67,91,106,2010-04-30,2015-06-16,5.131098986307039,7
poutfo,0,1,1,2010-03-02,2015-07-21,5.389041095890411,7
vochfe,8,19,28,2010-05-12,2015-06-03,5.062030075187968,7
ast1st,1,1,1,2010-01-27,2015-03-02,5.095890410958904,7
coccco,75,105,102,2010-05-09,2015-06-24,5.127704999808134,7
cupaci,6,8,14,2010-05-20,2015-06-28,5.107534246575343,7
tri4ga,0,1,1,2010-09-22,2015-06-02,4.695890410958904,7
laetpr,3,11,15,2010-03-01,2015-05-18,5.2157907845579174,7
lafopu,0,0,0,NA,NA,NA,7
entesc,3,3,5,2010-03-20,2015-06-05,5.214063926940639,7
cedrod,2,8,3,2010-05-20,2015-07-30,5.198173515981735,7
ingaqu,208,278,258,2010-05-19,2015-07-10,5.14516880920239,7
pourbi,52,95,106,2010-02-22,2015-03-25,5.088572866645804,7
pit1ma,11,16,25,2010-03-25,2015-05-14,5.139657534246568,7
ingath,68,146,176,2010-03-13,2015-04-10,5.081587454579577,7
pochqu,0,0,0,NA,NA,NA,7
alchla,0,0,0,NA,NA,NA,7
sipagu,0,7,0,2010-01-24,NA,NA,7
ochrpy,0,0,1,NA,2015-02-11,NA,7
oenoma,5,24,11,2010-05-03,2015-06-16,5.123017849730174,7
ery2ma,184,259,295,2010-05-24,2015-07-14,5.144495779072049,7
nectpu,45,60,71,2010-03-29,2015-05-24,5.155529616052482,7
socrex,6,24,22,2010-03-15,2015-05-03,5.138013698630137,7
perexa,101,128,112,2010-03-05,2015-04-14,5.111952666340512,7
chimpa,0,0,0,NA,NA,NA,7
schipa,4,9,4,2010-03-15,2015-03-31,5.046042617960427,7
elaeol,0,0,0,NA,NA,NA,7
maclti,0,0,0,NA,NA,NA,7
